id,firstname,surname,born,died,bornCountry,bornCountryCode,gender,prize_years,prize_categories,prize_motivation,ISO-ALPHA-3,latitude,longitude,officialCountryName
945,Joachim,Frank,1940,0,Germany,DE,male,2017,chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",DDR,52.05,12.39,German Democratic Republic
946,Richard,Henderson,1945,0,Scotland,GB,male,2017,chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",GBR,54.6,-2.0,United Kingdom
947,Kazuo,Ishiguro,1954,0,Japan,JP,male,2017,literature,"""who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world""",JPN,35.0,136.0,Japan
949,Richard H.,Thaler,1945,0,USA,US,male,2017,economics,"""for his contributions to behavioural economics""",USA,39.83,-98.58,United States of America
958,James P.,Allison,1948,0,USA,US,male,2018,medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",USA,39.83,-98.58,United States of America
959,Tasuku,Honjo,1942,0,Japan,JP,male,2018,medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",JPN,35.0,136.0,Japan
960,Arthur,Ashkin,1922,2020,USA,US,male,2018,physics,"""for the optical tweezers and their application to biological systems""",USA,39.83,-98.58,United States of America
961,Gérard,Mourou,1944,0,France,FR,male,2018,physics,"""for their method of generating high-intensity, ultra-short optical pulses""",FRA,47.0,2.0,France
962,Donna,Strickland,1959,0,Canada,CA,female,2018,physics,"""for their method of generating high-intensity, ultra-short optical pulses""",CAN,56.0,-109.0,Canada
963,Frances H.,Arnold,1956,0,USA,US,female,2018,chemistry,"""for the directed evolution of enzymes""",USA,39.83,-98.58,United States of America
964,George P.,Smith,1941,0,USA,US,male,2018,chemistry,"""for the phage display of peptides and antibodies""",USA,39.83,-98.58,United States of America
965,Sir Gregory P.,Winter,1951,0,United Kingdom,GB,male,2018,chemistry,"""for the phage display of peptides and antibodies""",GBR,54.6,-2.0,United Kingdom
966,Denis,Mukwege,1955,0,Belgian Congo (now Democratic Republic of the Congo),CD,male,2018,peace,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",COD,-2.88,23.66,Democratic Republic of the Congo
967,Nadia,Murad,1993,0,Iraq,IQ,female,2018,peace,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",IRQ,33.0,43.0,Iraq
968,William D.,Nordhaus,1941,0,USA,US,male,2018,economics,"""for integrating climate change into long-run macroeconomic analysis""",USA,39.83,-98.58,United States of America
969,Paul M.,Romer,1955,0,USA,US,male,2018,economics,"""for integrating technological innovations into long-run macroeconomic analysis""",USA,39.83,-98.58,United States of America
970,William,Kaelin,1957,0,USA,US,male,2019,medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",USA,39.83,-98.58,United States of America
971,Peter,Ratcliffe,1954,0,United Kingdom,GB,male,2019,medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",GBR,54.6,-2.0,United Kingdom
972,Gregg,Semenza,1956,0,USA,US,male,2019,medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",USA,39.83,-98.58,United States of America
973,James,Peebles,1935,0,Canada,CA,male,2019,physics,"""for theoretical discoveries in physical cosmology""",CAN,56.0,-109.0,Canada
974,Michel,Mayor,1942,0,Switzerland,CH,male,2019,physics,"""for the discovery of an exoplanet orbiting a solar-type star""",CHE,46.8,8.23,Switzerland
975,Didier,Queloz,1966,0,Switzerland,CH,male,2019,physics,"""for the discovery of an exoplanet orbiting a solar-type star""",CHE,46.8,8.23,Switzerland
976,John,Goodenough,1922,2023,Germany,DE,male,2019,chemistry,"""for the development of lithium-ion batteries""",DDR,52.05,12.39,German Democratic Republic
977,M. Stanley,Whittingham,1941,0,United Kingdom,GB,male,2019,chemistry,"""for the development of lithium-ion batteries""",GBR,54.6,-2.0,United Kingdom
978,Akira,Yoshino,1948,0,Japan,JP,male,2019,chemistry,"""for the development of lithium-ion batteries""",JPN,35.0,136.0,Japan
979,Olga,Tokarczuk,1962,0,Poland,PL,female,2018,literature,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life""",POL,52.0,19.0,Poland
980,Peter,Handke,1942,0,Austria,AT,male,2019,literature,"""for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience""",AUT,48.0,14.0,Austria
981,Abiy,Ahmed Ali,1976,0,Ethiopia,ET,male,2019,peace,"""for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea""",ETH,9.0,40.0,Ethiopia
982,Abhijit,Banerjee,1961,0,India,IN,male,2019,economics,"""for their experimental approach to alleviating global poverty""",IND,22.8,83.0,India
983,Esther,Duflo,1972,0,France,FR,female,2019,economics,"""for their experimental approach to alleviating global poverty""",FRA,47.0,2.0,France
984,Michael,Kremer,1964,0,USA,US,male,2019,economics,"""for their experimental approach to alleviating global poverty""",USA,39.83,-98.58,United States of America
985,Harvey,Alter,1935,0,USA,US,male,2020,medicine,"""for the discovery of Hepatitis C virus""",USA,39.83,-98.58,United States of America
986,Michael,Houghton,1949,0,United Kingdom,GB,male,2020,medicine,"""for the discovery of Hepatitis C virus""",GBR,54.6,-2.0,United Kingdom
987,Charles,Rice,1952,0,USA,US,male,2020,medicine,"""for the discovery of Hepatitis C virus""",USA,39.83,-98.58,United States of America
988,Roger,Penrose,1931,0,United Kingdom,GB,male,2020,physics,"""for the discovery that black hole formation is a robust prediction of the general theory of relativity""",GBR,54.6,-2.0,United Kingdom
989,Reinhard,Genzel,1952,0,Germany,DE,male,2020,physics,"""for the discovery of a supermassive compact object at the centre of our galaxy""",DDR,52.05,12.39,German Democratic Republic
990,Andrea,Ghez,1965,0,USA,US,female,2020,physics,"""for the discovery of a supermassive compact object at the centre of our galaxy""",USA,39.83,-98.58,United States of America
991,Emmanuelle,Charpentier,1968,0,France,FR,female,2020,chemistry,"""for the development of a method for genome editing""",FRA,47.0,2.0,France
992,Jennifer A.,Doudna,1964,0,USA,US,female,2020,chemistry,"""for the development of a method for genome editing""",USA,39.83,-98.58,United States of America
993,Louise,Glück,1943,2023,USA,US,female,2020,literature,"""for her unmistakable poetic voice that with austere beauty makes individual existence universal""",USA,39.83,-98.58,United States of America
995,Paul,Milgrom,1948,0,USA,US,male,2020,economics,"""for improvements to auction theory and inventions of new auction formats""",USA,39.83,-98.58,United States of America
996,Robert,Wilson,1937,0,USA,US,male,2020,economics,"""for improvements to auction theory and inventions of new auction formats""",USA,39.83,-98.58,United States of America
997,David,Julius,1955,0,USA,US,male,2021,medicine,"""for their discoveries of receptors for temperature and touch""",USA,39.83,-98.58,United States of America
998,Ardem,Patapoutian,1967,0,Lebanon,LB,male,2021,medicine,"""for their discoveries of receptors for temperature and touch""",LBN,33.83,35.77,Lebanon
999,Syukuro,Manabe,1931,0,Japan,JP,male,2021,physics,"""for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming""",JPN,35.0,136.0,Japan
1000,Klaus,Hasselmann,1931,0,Germany,DE,male,2021,physics,"""for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming""",DDR,52.05,12.39,German Democratic Republic
1001,Giorgio,Parisi,1948,0,Italy,IT,male,2021,physics,"""for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales""",ITA,42.5,12.5,Italy
1002,Benjamin,List,1968,0,Germany,DE,male,2021,chemistry,"""for the development of asymmetric organocatalysis""",DDR,52.05,12.39,German Democratic Republic
1003,David,MacMillan,1968,0,United Kingdom,GB,male,2021,chemistry,"""for the development of asymmetric organocatalysis""",GBR,54.6,-2.0,United Kingdom
1004,Abdulrazak,Gurnah,1948,0,Tanzania,TZ,male,2021,literature,"""for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents""",TZA,-6.31,34.85,Tanzania
1005,Maria,Ressa,1963,0,Philippines,PH,female,2021,peace,"""for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace""",PHL,12.0,123.0,Philippines
1006,Dmitry,Muratov,1961,0,USSR (now Russia),RU,male,2021,peace,"""for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace""",RUS,66.42,94.25,Russia
1007,David,Card,1956,0,Canada,CA,male,2021,economics,"""for his empirical contributions to labour economics""",CAN,56.0,-109.0,Canada
1008,Joshua,Angrist,1960,0,USA,US,male,2021,economics,"""for their methodological contributions to the analysis of causal relationships""",USA,39.83,-98.58,United States of America
1009,Guido,Imbens,1963,0,the Netherlands,NL,male,2021,economics,"""for their methodological contributions to the analysis of causal relationships""",NLD,52.32,5.55,Netherlands
1011,Svante,Pääbo,1955,0,Sweden,SE,male,2022,medicine,"""for his discoveries concerning the genomes of extinct hominins and human evolution""",SWE,61.0,15.0,Sweden
1012,Alain,Aspect,1947,0,France,FR,male,2022,physics,"""for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science""",FRA,47.0,2.0,France
1013,John ,Clauser,1942,0,USA,US,male,2022,physics,"""for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science""",USA,39.83,-98.58,United States of America
1014,Anton,Zeilinger,1945,0,Austria,AT,male,2022,physics,"""for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science""",AUT,48.0,14.0,Austria
1015,Carolyn,Bertozzi,1966,0,USA,US,female,2022,chemistry,"""for the development of click chemistry and bioorthogonal chemistry""",USA,39.83,-98.58,United States of America
1016,Morten,Meldal,1954,0,Denmark,DK,male,2022,chemistry,"""for the development of click chemistry and bioorthogonal chemistry""",DNK,56.0,10.0,Denmark
1017,Annie,Ernaux,1940,0,France,FR,female,2022,literature,"""for the courage and clinical acuity with which she uncovers the roots, estrangements and  collective restraints of personal memory""",FRA,47.0,2.0,France
1018,Ales,Bialiatski ,1962,0,Russia,RU,male,2022,peace,"""The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.""",RUS,66.42,94.25,Russia
1021,Ben,Bernanke,1953,0,USA,US,male,2022,economics,"""for research on banks and financial crises""",USA,39.83,-98.58,United States of America
1022,Douglas,Diamond,1953,0,USA,US,male,2022,economics,"""for research on banks and financial crises""",USA,39.83,-98.58,United States of America
1023,Philip,Dybvig,1955,0,USA,US,male,2022,economics,"""for research on banks and financial crises""",USA,39.83,-98.58,United States of America
1024,Katalin,Karikó,1955,0,Hungary,HU,female,2023,medicine,"""for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19""",HUN,47.0,19.0,Hungary
1025,Drew,Weissman,1959,0,USA,US,male,2023,medicine,"""for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19""",USA,39.83,-98.58,United States of America
1026,Pierre,Agostini,1941,0,French protectorate of Tunisia (now Tunisia),TN,male,2023,physics,"""for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter""",TUN,34.0,10.0,Tunisia
1027,Ferenc,Krausz,1962,0,Hungary,HU,male,2023,physics,"""for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter""",HUN,47.0,19.0,Hungary
1028,Anne,L’Huillier,1958,0,France,FR,female,2023,physics,"""for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter""",FRA,47.0,2.0,France
1029,Moungi,Bawendi,1961,0,France,FR,male,2023,chemistry,"""for the discovery and synthesis of quantum dots""",FRA,47.0,2.0,France
1030,Louis,Brus,1943,0,USA,US,male,2023,chemistry,"""for the discovery and synthesis of quantum dots""",USA,39.83,-98.58,United States of America
1031,Aleksey,Yekimov,1945,0,USSR (now Russia),RU,male,2023,chemistry,"""for the discovery and synthesis of quantum dots""",RUS,66.42,94.25,Russia
1032,Jon,Fosse,1959,0,Norway,NO,male,2023,literature,"""for his innovative plays and prose which give voice to the unsayable""",NOR,65.0,11.0,Norway
